chunk_id,QuestionID,Category,QuestionType,QuestionTime,chunk_index,chunk_text,search_text,lexical_tokens
row_3525_chunk_0,C14Q14523,Sports and Outdoors,open-ended,2013-10-29,0,treats fit well kong bone large good size small dog treat would guess 23 oz,Sports and Outdoors open-ended treats fit well kong bone large good size small dog treat would guess 23 oz,"['sports', 'and', 'outdoors', 'open', 'ended', 'treats', 'fit', 'well', 'kong', 'bone', 'large', 'good', 'size', 'small', 'dog', 'treat', 'would', 'guess', '23', 'oz']"
row_3526_chunk_0,C9Q15084,Home and Kitchen,open-ended,2013-08-15,0,tall glass nomaybe newer ones mune older mark recen tly purchased replacements seem either,Home and Kitchen open-ended tall glass nomaybe newer ones mune older mark recen tly purchased replacements seem either,"['home', 'and', 'kitchen', 'open', 'ended', 'tall', 'glass', 'nomaybe', 'newer', 'ones', 'mune', 'older', 'mark', 'recen', 'tly', 'purchased', 'replacements', 'seem', 'either']"
row_3527_chunk_0,C6Q28502,Electronics,open-ended,2014-03-26,0,long cord cord detachable theyre really good though,Electronics open-ended long cord cord detachable theyre really good though,"['electronics', 'open', 'ended', 'long', 'cord', 'cord', 'detachable', 'theyre', 'really', 'good', 'though']"
row_3528_chunk_0,C9Q21063,Home and Kitchen,yes/no,2014-08-03,0,want pull leave marks yes hold small fat jars fine see photo,Home and Kitchen yes/no want pull leave marks yes hold small fat jars fine see photo,"['home', 'and', 'kitchen', 'yes', 'no', 'want', 'pull', 'leave', 'marks', 'yes', 'hold', 'small', 'fat', 'jars', 'fine', 'see', 'photo']"
row_3529_chunk_0,C9Q19598,Home and Kitchen,open-ended,2014-02-19,0,set hold pie pie plate probably depends size pie plate measure diameter lid holder larger diameter pie plate youve got made,Home and Kitchen open-ended set hold pie pie plate probably depends size pie plate measure diameter lid holder larger diameter pie plate youve got made,"['home', 'and', 'kitchen', 'open', 'ended', 'set', 'hold', 'pie', 'pie', 'plate', 'probably', 'depends', 'size', 'pie', 'plate', 'measure', 'diameter', 'lid', 'holder', 'larger', 'diameter', 'pie', 'plate', 'youve', 'got', 'made']"
row_3530_chunk_0,C12Q3729,Patio Lawn and Garden,open-ended,2013-05-13,0,return policy determine item need pool guy simply installed cell everything working properly,Patio Lawn and Garden open-ended return policy determine item need pool guy simply installed cell everything working properly,"['patio', 'lawn', 'and', 'garden', 'open', 'ended', 'return', 'policy', 'determine', 'item', 'need', 'pool', 'guy', 'simply', 'installed', 'cell', 'everything', 'working', 'properly']"
row_3531_chunk_0,C3Q2486,Beauty,open-ended,2014-02-21,0,low temperatures go reduce temperature 350 300 fine hair lowest setting 300 highest 430,Beauty open-ended low temperatures go reduce temperature 350 300 fine hair lowest setting 300 highest 430,"['beauty', 'open', 'ended', 'low', 'temperatures', 'go', 'reduce', 'temperature', '350', '300', 'fine', 'hair', 'lowest', 'setting', '300', 'highest', '430']"
row_3532_chunk_0,C15Q4053,Tools and Home Improvement,open-ended,2015-01-31,0,buy new charger,Tools and Home Improvement open-ended buy new charger,"['tools', 'and', 'home', 'improvement', 'open', 'ended', 'buy', 'new', 'charger']"
row_3533_chunk_0,C6Q23986,Electronics,open-ended,2014-09-08,0,tv fixed audio would let raise volume using headphones correct use turn table speakers works great,Electronics open-ended tv fixed audio would let raise volume using headphones correct use turn table speakers works great,"['electronics', 'open', 'ended', 'tv', 'fixed', 'audio', 'would', 'let', 'raise', 'volume', 'using', 'headphones', 'correct', 'use', 'turn', 'table', 'speakers', 'works', 'great']"
row_3534_chunk_0,C6Q4291,Electronics,open-ended,2007-08-11,0,lost pictures happened 6 times already shoot least 10 pictures see playback later go load computer disappear put sd card back camera gone ive called panasonic told try another sd card thing happened 2 times never know happen shot 30 pictures ealier evening later night shot 15 playback disappeared anyone else experience making crazy love quality pictures fact never know may lose makes worthless camera lost pictures happened 6 times already shoot least 10 pictures see playback later go load computer disappear put sd card » read lost pictures happened 6 times already shoot least 10 pictures see playback later go load computer disappear put sd card back camera gone ive called panasonic told try another sd card thing happened,Electronics open-ended lost pictures happened 6 times already shoot least 10 pictures see playback later go load computer disappear put sd card back camera gone ive called panasonic told try another sd card thing happened 2 times never know happen shot 30 pictures ealier evening later night shot 15 playback disappeared anyone else experience making crazy love quality pictures fact never know may lose makes worthless camera lost pictures happened 6 times already shoot least 10 pictures see playback later go load computer disappear put sd card » read lost pictures happened 6 times already shoot least 10 pictures see playback later go load computer disappear put sd card back camera gone ive called panasonic told try another sd card thing happened,"['electronics', 'open', 'ended', 'lost', 'pictures', 'happened', '6', 'times', 'already', 'shoot', 'least', '10', 'pictures', 'see', 'playback', 'later', 'go', 'load', 'computer', 'disappear', 'put', 'sd', 'card', 'back', 'camera', 'gone', 'ive', 'called', 'panasonic', 'told', 'try', 'another', 'sd', 'card', 'thing', 'happened', '2', 'times', 'never', 'know', 'happen', 'shot', '30', 'pictures', 'ealier', 'evening', 'later', 'night', 'shot', '15', 'playback', 'disappeared', 'anyone', 'else', 'experience', 'making', 'crazy', 'love', 'quality', 'pictures', 'fact', 'never', 'know', 'may', 'lose', 'makes', 'worthless', 'camera', 'lost', 'pictures', 'happened', '6', 'times', 'already', 'shoot', 'least', '10', 'pictures', 'see', 'playback', 'later', 'go', 'load', 'computer', 'disappear', 'put', 'sd', 'card', 'read', 'lost', 'pictures', 'happened', '6', 'times', 'already', 'shoot', 'least', '10', 'pictures', 'see', 'playback', 'later', 'go', 'load', 'computer', 'disappear', 'put', 'sd', 'card', 'back', 'camera', 'gone', 'ive', 'called', 'panasonic', 'told', 'try', 'another', 'sd', 'card', 'thing', 'happened']"
row_3534_chunk_1,C6Q4291,Electronics,open-ended,2007-08-11,1,6 times already shoot least 10 pictures see playback later go load computer disappear put sd card back camera gone ive called panasonic told try another sd card thing happened 2 times never know happen shot 30 pictures ealier evening later night shot 15 playback disappeared anyone else experience making crazy love quality pictures fact never know may lose makes worthless camera « show less tz3 lumix lens shutter stopped working mine contacted panasonic repair infodifficult speak real live personi found would cost 16150 look insure ship illinois half cost camera get lens shutter repaired replace camera another one camera 3 weeks beyond warranty eligibility,Electronics open-ended 6 times already shoot least 10 pictures see playback later go load computer disappear put sd card back camera gone ive called panasonic told try another sd card thing happened 2 times never know happen shot 30 pictures ealier evening later night shot 15 playback disappeared anyone else experience making crazy love quality pictures fact never know may lose makes worthless camera « show less tz3 lumix lens shutter stopped working mine contacted panasonic repair infodifficult speak real live personi found would cost 16150 look insure ship illinois half cost camera get lens shutter repaired replace camera another one camera 3 weeks beyond warranty eligibility,"['electronics', 'open', 'ended', '6', 'times', 'already', 'shoot', 'least', '10', 'pictures', 'see', 'playback', 'later', 'go', 'load', 'computer', 'disappear', 'put', 'sd', 'card', 'back', 'camera', 'gone', 'ive', 'called', 'panasonic', 'told', 'try', 'another', 'sd', 'card', 'thing', 'happened', '2', 'times', 'never', 'know', 'happen', 'shot', '30', 'pictures', 'ealier', 'evening', 'later', 'night', 'shot', '15', 'playback', 'disappeared', 'anyone', 'else', 'experience', 'making', 'crazy', 'love', 'quality', 'pictures', 'fact', 'never', 'know', 'may', 'lose', 'makes', 'worthless', 'camera', 'show', 'less', 'tz3', 'lumix', 'lens', 'shutter', 'stopped', 'working', 'mine', 'contacted', 'panasonic', 'repair', 'infodifficult', 'speak', 'real', 'live', 'personi', 'found', 'would', 'cost', '16150', 'look', 'insure', 'ship', 'illinois', 'half', 'cost', 'camera', 'get', 'lens', 'shutter', 'repaired', 'replace', 'camera', 'another', 'one', 'camera', '3', 'weeks', 'beyond', 'warranty', 'eligibility']"
row_3535_chunk_0,C6Q18755,Electronics,open-ended,2014-01-22,0,sd card case best purchase nikon coolpix s3500 still purchase put memory card inside camera greater storage capacity sd cards also purchased amazon reasonable prices,Electronics open-ended sd card case best purchase nikon coolpix s3500 still purchase put memory card inside camera greater storage capacity sd cards also purchased amazon reasonable prices,"['electronics', 'open', 'ended', 'sd', 'card', 'case', 'best', 'purchase', 'nikon', 'coolpix', 's3500', 'still', 'purchase', 'put', 'memory', 'card', 'inside', 'camera', 'greater', 'storage', 'capacity', 'sd', 'cards', 'also', 'purchased', 'amazon', 'reasonable', 'prices']"
row_3536_chunk_0,C11Q3785,Office Products,open-ended,2014-03-12,0,chair appropriate young children say 69 56 using height chair seat variance may come much air put ball higher go harder seat spend time regular chair time chair normal day,Office Products open-ended chair appropriate young children say 69 56 using height chair seat variance may come much air put ball higher go harder seat spend time regular chair time chair normal day,"['office', 'products', 'open', 'ended', 'chair', 'appropriate', 'young', 'children', 'say', '69', '56', 'using', 'height', 'chair', 'seat', 'variance', 'may', 'come', 'much', 'air', 'put', 'ball', 'higher', 'go', 'harder', 'seat', 'spend', 'time', 'regular', 'chair', 'time', 'chair', 'normal', 'day']"
row_3537_chunk_0,C9Q11762,Home and Kitchen,open-ended,2014-09-11,0,surface okay transferring inkjet decal onto love thesecant break lightweight hold good 810 ounces great camper,Home and Kitchen open-ended surface okay transferring inkjet decal onto love thesecant break lightweight hold good 810 ounces great camper,"['home', 'and', 'kitchen', 'open', 'ended', 'surface', 'okay', 'transferring', 'inkjet', 'decal', 'onto', 'love', 'thesecant', 'break', 'lightweight', 'hold', 'good', '810', 'ounces', 'great', 'camper']"
row_3538_chunk_0,C6Q31644,Electronics,open-ended,2014-10-10,0,work surface pro 3 without usb receiver using bluetooth keyboard bluetooth mouse windows 81 tablet,Electronics open-ended work surface pro 3 without usb receiver using bluetooth keyboard bluetooth mouse windows 81 tablet,"['electronics', 'open', 'ended', 'work', 'surface', 'pro', '3', 'without', 'usb', 'receiver', 'using', 'bluetooth', 'keyboard', 'bluetooth', 'mouse', 'windows', '81', 'tablet']"
row_3539_chunk_0,C4Q9629,Cell Phones and Accessories,open-ended,2013-08-03,0,pocket wifi,Cell Phones and Accessories open-ended pocket wifi,"['cell', 'phones', 'and', 'accessories', 'open', 'ended', 'pocket', 'wifi']"
row_3540_chunk_0,C6Q12822,Electronics,open-ended,2011-02-11,0,shfx71 longer available searching searching everywhere go says stock basically amazon selling obsolete home theater system parts longer available shfx71 longer available searching searching everywhere go says stock basically amazon selling obsolete home theater system parts longer » read shfx71 longer available searching searching everywhere go says stock basically amazon selling obsolete home theater system parts longer available « show less seems available,Electronics open-ended shfx71 longer available searching searching everywhere go says stock basically amazon selling obsolete home theater system parts longer available shfx71 longer available searching searching everywhere go says stock basically amazon selling obsolete home theater system parts longer » read shfx71 longer available searching searching everywhere go says stock basically amazon selling obsolete home theater system parts longer available « show less seems available,"['electronics', 'open', 'ended', 'shfx71', 'longer', 'available', 'searching', 'searching', 'everywhere', 'go', 'says', 'stock', 'basically', 'amazon', 'selling', 'obsolete', 'home', 'theater', 'system', 'parts', 'longer', 'available', 'shfx71', 'longer', 'available', 'searching', 'searching', 'everywhere', 'go', 'says', 'stock', 'basically', 'amazon', 'selling', 'obsolete', 'home', 'theater', 'system', 'parts', 'longer', 'read', 'shfx71', 'longer', 'available', 'searching', 'searching', 'everywhere', 'go', 'says', 'stock', 'basically', 'amazon', 'selling', 'obsolete', 'home', 'theater', 'system', 'parts', 'longer', 'available', 'show', 'less', 'seems', 'available']"
row_3541_chunk_0,C14Q1261,Sports and Outdoors,open-ended,2013-06-22,0,besides 8 panel design main differences attack shorts vs quest,Sports and Outdoors open-ended besides 8 panel design main differences attack shorts vs quest,"['sports', 'and', 'outdoors', 'open', 'ended', 'besides', '8', 'panel', 'design', 'main', 'differences', 'attack', 'shorts', 'vs', 'quest']"
row_3542_chunk_0,C10Q1096,Musical Instruments,open-ended,2014-10-14,0,considering purchasing melodica boyfriend expressed interest would model good pick beginner yes,Musical Instruments open-ended considering purchasing melodica boyfriend expressed interest would model good pick beginner yes,"['musical', 'instruments', 'open', 'ended', 'considering', 'purchasing', 'melodica', 'boyfriend', 'expressed', 'interest', 'would', 'model', 'good', 'pick', 'beginner', 'yes']"
row_3543_chunk_0,C9Q16722,Home and Kitchen,open-ended,2013-08-21,0,powerful many watts ie 32003193200 etc hardwoodtile slate orientals answer yes however vacuum cleaner attachment caution used edge mouldings seems gets harmed zealous vacuuming dance marathon,Home and Kitchen open-ended powerful many watts ie 32003193200 etc hardwoodtile slate orientals answer yes however vacuum cleaner attachment caution used edge mouldings seems gets harmed zealous vacuuming dance marathon,"['home', 'and', 'kitchen', 'open', 'ended', 'powerful', 'many', 'watts', 'ie', '32003193200', 'etc', 'hardwoodtile', 'slate', 'orientals', 'answer', 'yes', 'however', 'vacuum', 'cleaner', 'attachment', 'caution', 'used', 'edge', 'mouldings', 'seems', 'gets', 'harmed', 'zealous', 'vacuuming', 'dance', 'marathon']"
row_3544_chunk_0,C17Q926,Video Games,open-ended,2014-11-25,0,dlc vita version carry ps3 version dont dlc,Video Games open-ended dlc vita version carry ps3 version dont dlc,"['video', 'games', 'open', 'ended', 'dlc', 'vita', 'version', 'carry', 'ps3', 'version', 'dont', 'dlc']"
row_3545_chunk_0,C14Q2516,Sports and Outdoors,yes/no,2014-06-19,0,semi auto uses plastic 6mm airsoft bbs,Sports and Outdoors yes/no semi auto uses plastic 6mm airsoft bbs,"['sports', 'and', 'outdoors', 'yes', 'no', 'semi', 'auto', 'uses', 'plastic', '6mm', 'airsoft', 'bbs']"
row_3546_chunk_0,C9Q10447,Home and Kitchen,open-ended,2013-03-04,0,anyone know seat height chairs counter height stools back support like chairs comfortable might add backs curved comfortably rest yourback wish personally quite pleased overall design quality item,Home and Kitchen open-ended anyone know seat height chairs counter height stools back support like chairs comfortable might add backs curved comfortably rest yourback wish personally quite pleased overall design quality item,"['home', 'and', 'kitchen', 'open', 'ended', 'anyone', 'know', 'seat', 'height', 'chairs', 'counter', 'height', 'stools', 'back', 'support', 'like', 'chairs', 'comfortable', 'might', 'add', 'backs', 'curved', 'comfortably', 'rest', 'yourback', 'wish', 'personally', 'quite', 'pleased', 'overall', 'design', 'quality', 'item']"
row_3547_chunk_0,C1Q8496,Automotive,yes/no,2014-08-27,0,replace atwood gc6aa7 water heater 12 34 elbow work screw tank owners book help full size,Automotive yes/no replace atwood gc6aa7 water heater 12 34 elbow work screw tank owners book help full size,"['automotive', 'yes', 'no', 'replace', 'atwood', 'gc6aa7', 'water', 'heater', '12', '34', 'elbow', 'work', 'screw', 'tank', 'owners', 'book', 'help', 'full', 'size']"
row_3548_chunk_0,C6Q13677,Electronics,open-ended,2013-10-13,0,warranty 1 2 years also lcd screen fully adjustable vlux 3 print datetime stamp photo display datetime playback camera record datetime photo taken exif data means viewing photos pc hover mouse thumbnail photo date time print sizequality mb displayed,Electronics open-ended warranty 1 2 years also lcd screen fully adjustable vlux 3 print datetime stamp photo display datetime playback camera record datetime photo taken exif data means viewing photos pc hover mouse thumbnail photo date time print sizequality mb displayed,"['electronics', 'open', 'ended', 'warranty', '1', '2', 'years', 'also', 'lcd', 'screen', 'fully', 'adjustable', 'vlux', '3', 'print', 'datetime', 'stamp', 'photo', 'display', 'datetime', 'playback', 'camera', 'record', 'datetime', 'photo', 'taken', 'exif', 'data', 'means', 'viewing', 'photos', 'pc', 'hover', 'mouse', 'thumbnail', 'photo', 'date', 'time', 'print', 'sizequality', 'mb', 'displayed']"
row_3549_chunk_0,C9Q13107,Home and Kitchen,open-ended,2014-01-11,0,bookshelf buy replacement drawer 25 wide 47 14 tall smaller photo makes seem,Home and Kitchen open-ended bookshelf buy replacement drawer 25 wide 47 14 tall smaller photo makes seem,"['home', 'and', 'kitchen', 'open', 'ended', 'bookshelf', 'buy', 'replacement', 'drawer', '25', 'wide', '47', '14', 'tall', 'smaller', 'photo', 'makes', 'seem']"
row_3550_chunk_0,C6Q3413,Electronics,open-ended,2014-05-01,0,motion sensor yes,Electronics open-ended motion sensor yes,"['electronics', 'open', 'ended', 'motion', 'sensor', 'yes']"
row_3551_chunk_0,C4Q8613,Cell Phones and Accessories,open-ended,2013-10-06,0,nokia 920 fit case 9201303 x 708 x 107 mm iphone1238 x 586 x 76 mm small,Cell Phones and Accessories open-ended nokia 920 fit case 9201303 x 708 x 107 mm iphone1238 x 586 x 76 mm small,"['cell', 'phones', 'and', 'accessories', 'open', 'ended', 'nokia', '920', 'fit', 'case', '9201303', 'x', '708', 'x', '107', 'mm', 'iphone1238', 'x', '586', 'x', '76', 'mm', 'small']"
row_3552_chunk_0,C6Q29987,Electronics,yes/no,2012-11-09,0,blue tooth suppose one year,Electronics yes/no blue tooth suppose one year,"['electronics', 'yes', 'no', 'blue', 'tooth', 'suppose', 'one', 'year']"
row_3553_chunk_0,C16Q3583,Toys and Games,open-ended,2014-06-10,0,real sword purchased thinkgeek cheaper replica got christmas ten year old broken already fair hes pretty rough played 11 yr brother also foam pick axe also broken,Toys and Games open-ended real sword purchased thinkgeek cheaper replica got christmas ten year old broken already fair hes pretty rough played 11 yr brother also foam pick axe also broken,"['toys', 'and', 'games', 'open', 'ended', 'real', 'sword', 'purchased', 'thinkgeek', 'cheaper', 'replica', 'got', 'christmas', 'ten', 'year', 'old', 'broken', 'already', 'fair', 'hes', 'pretty', 'rough', 'played', '11', 'yr', 'brother', 'also', 'foam', 'pick', 'axe', 'also', 'broken']"
row_3554_chunk_0,C9Q603,Home and Kitchen,open-ended,2014-05-07,0,item manufactured ive never noticed difference btw large small lids seems work different sizes,Home and Kitchen open-ended item manufactured ive never noticed difference btw large small lids seems work different sizes,"['home', 'and', 'kitchen', 'open', 'ended', 'item', 'manufactured', 'ive', 'never', 'noticed', 'difference', 'btw', 'large', 'small', 'lids', 'seems', 'work', 'different', 'sizes']"
row_3555_chunk_0,C14Q7395,Sports and Outdoors,open-ended,2014-02-11,0,used stand use cart transport pickup tennis balls,Sports and Outdoors open-ended used stand use cart transport pickup tennis balls,"['sports', 'and', 'outdoors', 'open', 'ended', 'used', 'stand', 'use', 'cart', 'transport', 'pickup', 'tennis', 'balls']"
row_3556_chunk_0,C5Q1535,Clothing Shoes and Jewelry,open-ended,2013-10-04,0,key winds music appear music box attached bottom music box yes sure,Clothing Shoes and Jewelry open-ended key winds music appear music box attached bottom music box yes sure,"['clothing', 'shoes', 'and', 'jewelry', 'open', 'ended', 'key', 'winds', 'music', 'appear', 'music', 'box', 'attached', 'bottom', 'music', 'box', 'yes', 'sure']"
row_3557_chunk_0,C11Q5019,Office Products,open-ended,2014-04-20,0,colors black greeenyellow like picture going get black blue one unlike picture yes black green great mechanical pencil bought many friends great writing tool,Office Products open-ended colors black greeenyellow like picture going get black blue one unlike picture yes black green great mechanical pencil bought many friends great writing tool,"['office', 'products', 'open', 'ended', 'colors', 'black', 'greeenyellow', 'like', 'picture', 'going', 'get', 'black', 'blue', 'one', 'unlike', 'picture', 'yes', 'black', 'green', 'great', 'mechanical', 'pencil', 'bought', 'many', 'friends', 'great', 'writing', 'tool']"
row_3558_chunk_0,C14Q13513,Sports and Outdoors,open-ended,2013-09-14,0,hi tz4225 model looks different mountain morph correct valves presta well works great,Sports and Outdoors open-ended hi tz4225 model looks different mountain morph correct valves presta well works great,"['sports', 'and', 'outdoors', 'open', 'ended', 'hi', 'tz4225', 'model', 'looks', 'different', 'mountain', 'morph', 'correct', 'valves', 'presta', 'well', 'works', 'great']"
row_3559_chunk_0,C5Q2128,Clothing Shoes and Jewelry,yes/no,2012-12-08,0,shirt shrink laundered fits true size shrink minimal throw dryer also gets softer wash great shirt love,Clothing Shoes and Jewelry yes/no shirt shrink laundered fits true size shrink minimal throw dryer also gets softer wash great shirt love,"['clothing', 'shoes', 'and', 'jewelry', 'yes', 'no', 'shirt', 'shrink', 'laundered', 'fits', 'true', 'size', 'shrink', 'minimal', 'throw', 'dryer', 'also', 'gets', 'softer', 'wash', 'great', 'shirt', 'love']"
row_3560_chunk_0,C6Q4813,Electronics,open-ended,2014-05-15,0,win7 64 bit dell laptop sees iml237 plays sound sound get speakers laptop obviously drivers device pc cannot find drivers web ideas please win7 64 bit dell laptop sees iml237 plays sound sound get speakers laptop obviously drivers device pc » read win7 64 bit dell laptop sees iml237 plays sound sound get speakers laptop obviously drivers device pc cannot find drivers web ideas please « show less increase sound little bit ok laptop,Electronics open-ended win7 64 bit dell laptop sees iml237 plays sound sound get speakers laptop obviously drivers device pc cannot find drivers web ideas please win7 64 bit dell laptop sees iml237 plays sound sound get speakers laptop obviously drivers device pc » read win7 64 bit dell laptop sees iml237 plays sound sound get speakers laptop obviously drivers device pc cannot find drivers web ideas please « show less increase sound little bit ok laptop,"['electronics', 'open', 'ended', 'win7', '64', 'bit', 'dell', 'laptop', 'sees', 'iml237', 'plays', 'sound', 'sound', 'get', 'speakers', 'laptop', 'obviously', 'drivers', 'device', 'pc', 'cannot', 'find', 'drivers', 'web', 'ideas', 'please', 'win7', '64', 'bit', 'dell', 'laptop', 'sees', 'iml237', 'plays', 'sound', 'sound', 'get', 'speakers', 'laptop', 'obviously', 'drivers', 'device', 'pc', 'read', 'win7', '64', 'bit', 'dell', 'laptop', 'sees', 'iml237', 'plays', 'sound', 'sound', 'get', 'speakers', 'laptop', 'obviously', 'drivers', 'device', 'pc', 'cannot', 'find', 'drivers', 'web', 'ideas', 'please', 'show', 'less', 'increase', 'sound', 'little', 'bit', 'ok', 'laptop']"
row_3561_chunk_0,C7Q608,Grocery and Gourmet Food,open-ended,2014-12-14,0,get cup full coffee grounds every time try use k2v really dont know mean eco cup comes washable filter use coffee dont want use coffee whenever cant find vue coffee grocery store like problem nice able buy k cup instead dont understand email,Grocery and Gourmet Food open-ended get cup full coffee grounds every time try use k2v really dont know mean eco cup comes washable filter use coffee dont want use coffee whenever cant find vue coffee grocery store like problem nice able buy k cup instead dont understand email,"['grocery', 'and', 'gourmet', 'food', 'open', 'ended', 'get', 'cup', 'full', 'coffee', 'grounds', 'every', 'time', 'try', 'use', 'k2v', 'really', 'dont', 'know', 'mean', 'eco', 'cup', 'comes', 'washable', 'filter', 'use', 'coffee', 'dont', 'want', 'use', 'coffee', 'whenever', 'cant', 'find', 'vue', 'coffee', 'grocery', 'store', 'like', 'problem', 'nice', 'able', 'buy', 'k', 'cup', 'instead', 'dont', 'understand', 'email']"
row_3562_chunk_0,C6Q7459,Electronics,yes/no,2014-12-01,0,keep flash filming video sd card,Electronics yes/no keep flash filming video sd card,"['electronics', 'yes', 'no', 'keep', 'flash', 'filming', 'video', 'sd', 'card']"
row_3563_chunk_0,C16Q6067,Toys and Games,open-ended,2014-11-24,0,much usb capacity store data usb cord sure,Toys and Games open-ended much usb capacity store data usb cord sure,"['toys', 'and', 'games', 'open', 'ended', 'much', 'usb', 'capacity', 'store', 'data', 'usb', 'cord', 'sure']"
row_3564_chunk_0,C10Q2504,Musical Instruments,open-ended,2014-04-22,0,bendable wire comparing lets say clothes hanger dont see wouldnt work pianos strength well exceeds 33000 psi pressure put piano harp piano technician think try save money read specs match exceed wire bought higher prices calling pianomusic wire made pretty much difference would carbon strength amounts one seems like work fine try update later,Musical Instruments open-ended bendable wire comparing lets say clothes hanger dont see wouldnt work pianos strength well exceeds 33000 psi pressure put piano harp piano technician think try save money read specs match exceed wire bought higher prices calling pianomusic wire made pretty much difference would carbon strength amounts one seems like work fine try update later,"['musical', 'instruments', 'open', 'ended', 'bendable', 'wire', 'comparing', 'lets', 'say', 'clothes', 'hanger', 'dont', 'see', 'wouldnt', 'work', 'pianos', 'strength', 'well', 'exceeds', '33000', 'psi', 'pressure', 'put', 'piano', 'harp', 'piano', 'technician', 'think', 'try', 'save', 'money', 'read', 'specs', 'match', 'exceed', 'wire', 'bought', 'higher', 'prices', 'calling', 'pianomusic', 'wire', 'made', 'pretty', 'much', 'difference', 'would', 'carbon', 'strength', 'amounts', 'one', 'seems', 'like', 'work', 'fine', 'try', 'update', 'later']"
row_3565_chunk_0,C11Q1313,Office Products,yes/no,2014-05-04,0,2 stools seat wood rest metal attach seat get stools electric drill fairly easy,Office Products yes/no 2 stools seat wood rest metal attach seat get stools electric drill fairly easy,"['office', 'products', 'yes', 'no', '2', 'stools', 'seat', 'wood', 'rest', 'metal', 'attach', 'seat', 'get', 'stools', 'electric', 'drill', 'fairly', 'easy']"
row_3566_chunk_0,C4Q7687,Cell Phones and Accessories,yes/no,2014-01-07,0,work fairly old car 99 honda accord cigarette lighter style outlet works fine charging devices yes accord bluetooth built good phone use use btc450 stream music android phone bluetooth settings phone car paired set phone btc450 paired set media unchecked phone option case answer yes leave phone option checked pair devices time hope helps,Cell Phones and Accessories yes/no work fairly old car 99 honda accord cigarette lighter style outlet works fine charging devices yes accord bluetooth built good phone use use btc450 stream music android phone bluetooth settings phone car paired set phone btc450 paired set media unchecked phone option case answer yes leave phone option checked pair devices time hope helps,"['cell', 'phones', 'and', 'accessories', 'yes', 'no', 'work', 'fairly', 'old', 'car', '99', 'honda', 'accord', 'cigarette', 'lighter', 'style', 'outlet', 'works', 'fine', 'charging', 'devices', 'yes', 'accord', 'bluetooth', 'built', 'good', 'phone', 'use', 'use', 'btc450', 'stream', 'music', 'android', 'phone', 'bluetooth', 'settings', 'phone', 'car', 'paired', 'set', 'phone', 'btc450', 'paired', 'set', 'media', 'unchecked', 'phone', 'option', 'case', 'answer', 'yes', 'leave', 'phone', 'option', 'checked', 'pair', 'devices', 'time', 'hope', 'helps']"
row_3567_chunk_0,C15Q3449,Tools and Home Improvement,open-ended,2014-04-14,0,sell sink stopper matching color faucet 71 year old woman problem sorry,Tools and Home Improvement open-ended sell sink stopper matching color faucet 71 year old woman problem sorry,"['tools', 'and', 'home', 'improvement', 'open', 'ended', 'sell', 'sink', 'stopper', 'matching', 'color', 'faucet', '71', 'year', 'old', 'woman', 'problem', 'sorry']"
row_3568_chunk_0,C16Q6857,Toys and Games,yes/no,2014-11-19,0,come vests yes five sets bought two sets first three sets later work make sure double check reloaded game beginning persons eliminated previous round need reloaded winning person point gun every persons receiver press reload double check make guns make sound cock reload bullets make sure,Toys and Games yes/no come vests yes five sets bought two sets first three sets later work make sure double check reloaded game beginning persons eliminated previous round need reloaded winning person point gun every persons receiver press reload double check make guns make sound cock reload bullets make sure,"['toys', 'and', 'games', 'yes', 'no', 'come', 'vests', 'yes', 'five', 'sets', 'bought', 'two', 'sets', 'first', 'three', 'sets', 'later', 'work', 'make', 'sure', 'double', 'check', 'reloaded', 'game', 'beginning', 'persons', 'eliminated', 'previous', 'round', 'need', 'reloaded', 'winning', 'person', 'point', 'gun', 'every', 'persons', 'receiver', 'press', 'reload', 'double', 'check', 'make', 'guns', 'make', 'sound', 'cock', 'reload', 'bullets', 'make', 'sure']"
row_3569_chunk_0,C3Q3678,Beauty,open-ended,2014-04-20,0,free shipping also italy depends often use dont wear eyeshadow everyday mine lasted 6months,Beauty open-ended free shipping also italy depends often use dont wear eyeshadow everyday mine lasted 6months,"['beauty', 'open', 'ended', 'free', 'shipping', 'also', 'italy', 'depends', 'often', 'use', 'dont', 'wear', 'eyeshadow', 'everyday', 'mine', 'lasted', '6months']"
row_3570_chunk_0,C5Q1265,Clothing Shoes and Jewelry,open-ended,2015-01-05,0,puncture tear resistant marmot precip jacket hi appear tear easily puncture resistant,Clothing Shoes and Jewelry open-ended puncture tear resistant marmot precip jacket hi appear tear easily puncture resistant,"['clothing', 'shoes', 'and', 'jewelry', 'open', 'ended', 'puncture', 'tear', 'resistant', 'marmot', 'precip', 'jacket', 'hi', 'appear', 'tear', 'easily', 'puncture', 'resistant']"
row_3571_chunk_0,C6Q21689,Electronics,open-ended,2014-04-03,0,usb gender keyboard plug case yes purchased years ago im sure still packaged way,Electronics open-ended usb gender keyboard plug case yes purchased years ago im sure still packaged way,"['electronics', 'open', 'ended', 'usb', 'gender', 'keyboard', 'plug', 'case', 'yes', 'purchased', 'years', 'ago', 'im', 'sure', 'still', 'packaged', 'way']"
